Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser
Complete,2022-09-27T17:20:10Z,4,,,Desktop,Firefox
Complete,2022-09-27T17:20:57Z,1,No one ever answers the chat,Negative,Desktop,Chrome
Complete,2022-09-27T17:23:22Z,1,,,Desktop,Microsoft Edge
Complete,2022-09-27T17:24:06Z,4,,,Mobile,Safari mobile
Complete,2022-09-27T17:25:02Z,5,Thank you!,Positive,Desktop,Chrome
Complete,2022-09-27T17:25:17Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-27T17:25:25Z,5,User friendly,Positive,Mobile,Chrome Mobile
Complete,2022-09-27T17:25:27Z,1,,,Desktop,Chrome
Complete,2022-09-27T17:34:45Z,1,"Because I reserved a piece of equipment and even issued a PO for it, when I had my driver travel 1.5 hours I was told the equipment has been down for 2 weeks for repair",Negative,Desktop,Chrome
Complete,2022-09-27T17:43:46Z,5,,,Desktop,Chrome
Complete,2022-09-27T17:47:51Z,5,,,Desktop,Chrome
Complete,2022-09-27T17:54:12Z,4,because thats accurate,Positive,Desktop,Microsoft Edge
Complete,2022-09-27T17:55:40Z,5,,,Desktop,Chrome
Complete,2022-09-27T17:57:06Z,1,No prices information,Negative,Tablet,Chrome
Complete,2022-09-27T17:57:51Z,1,Been waiting on a credit for over 2 months.,Neutral,Desktop,Chrome
Complete,2022-09-27T17:58:22Z,5,Clay Thomas and Rob Draco both went the extra mile to keep me up and running,Positive,Desktop,Chrome
Complete,2022-09-27T18:02:25Z,1,This website is terrible for an iPad. It continues to error message and takes 5-10 min to load a report.,Negative,Desktop,Safari
Complete,2022-09-27T18:06:01Z,5,website is very easy to navigate.,Positive,Desktop,Chrome
Complete,2022-09-27T18:06:38Z,3,,,Mobile,Safari mobile
Complete,2022-09-27T18:07:15Z,4,Pretty user friendly,Positive,Mobile,Safari mobile
Complete,2022-09-27T18:08:13Z,1,Even after I called I didn’t get the answer I was looking for,Negative,Mobile,Chrome Mobile
Complete,2022-09-27T18:12:55Z,5,Easy to navigate the website,Positive,Mobile,Safari mobile
Complete,2022-09-27T18:15:42Z,4,,,Desktop,Microsoft Edge
Complete,2022-09-27T18:18:22Z,5,,,Mobile,Chrome Mobile
Complete,2022-09-27T18:24:56Z,4,"I'll give 5 if we can schedule the payment(set up the payment dates, not only directly make the payment)",Neutral,Desktop,Microsoft Edge
Complete,2022-09-27T18:25:34Z,5,,,Desktop,Chrome
Complete,2022-09-27T18:27:17Z,1,Couldn’t pay,Negative,Desktop,Safari
Complete,2022-09-27T18:29:06Z,5,,,Mobile,Safari mobile
Complete,2022-09-27T18:30:24Z,1,"absolutely terrible. i cannot do my job any longer. it is way too slow now. it takes at least five times as long as it used to, to do anything. Thanks for making my job impossible",Negative,Desktop,Chrome
Complete,2022-09-27T18:35:24Z,5,able to pay,Negative,Desktop,Microsoft Edge
Complete,2022-09-27T18:35:42Z,5,,,Desktop,Chrome
Complete,2022-09-27T18:37:47Z,4,,,Mobile,Safari mobile
Complete,2022-09-27T18:41:27Z,5,,,Mobile,Safari mobile
Complete,2022-09-27T18:42:53Z,5,,,Mobile,Safari mobile
Complete,2022-09-27T18:44:34Z,1,"Buggy, doesn't tell me things are available either and all around the interface is awful",Negative,Desktop,Chrome
Complete,2022-09-27T18:46:39Z,5,ease of use,Positive,Desktop,Chrome
Complete,2022-09-27T18:47:01Z,1,Your website sucks. Trying to view Springfield MA store and it keeps taking me back to the closest store to my location.,Negative,Mobile,Safari mobile
Complete,2022-09-27T18:58:07Z,4,,,Mobile,Safari mobile
Complete,2022-09-27T19:01:28Z,3,,,Mobile,Chrome Mobile
Complete,2022-09-27T19:11:30Z,4,"It's better than some of the other rental sites I've been on but I still expect more detailed specifications, design rates, FAQ and so on to make important selections.",Mixed,Desktop,Microsoft Edge
Complete,2022-09-27T19:13:24Z,5,,,Mobile,Google App
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Facebook App
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Tablet,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Tablet,Safari mobile
Incomplete,N/A,3,,,Mobile,Google App
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,5,,,Desktop,Maxthon
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Safari
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,2,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,2,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Google App
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Microsoft Edge
Incomplete,N/A,2,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,2,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,3,,,Mobile,Microsoft Edge mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Mobile Samsung Browser
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Firefox
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Safari
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Firefox
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,2,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Google App
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Safari
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,4,,,Mobile,Mobile Samsung Browser
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Desktop,Opera
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,5,,,Desktop,Firefox
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Google App
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Mobile Samsung Browser
Incomplete,N/A,3,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Google App
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Firefox
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,2,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,2,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Microsoft Edge
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,2,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Tablet,Google App
Incomplete,N/A,5,,,Tablet,Chrome Mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Safari
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Safari
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Microsoft Edge
Incomplete,N/A,4,,,Tablet,Chrome Mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,2,,,Desktop,Firefox
Incomplete,N/A,1,,,Desktop,Microsoft Edge
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Firefox
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,2,,,Mobile,Google App
Incomplete,N/A,5,,,Desktop,Safari
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,1,,,Desktop,Microsoft Edge
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,3,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,3,,,Mobile,Google App
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Facebook App
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,4,,,Mobile,Firefox mobile
Incomplete,N/A,4,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,4,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,1,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Mobile Samsung Browser
Incomplete,N/A,1,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Microsoft Edge
Incomplete,N/A,1,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Google App
Incomplete,N/A,5,,,Desktop,Chrome
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Mobile,Chrome Mobile
Incomplete,N/A,3,,,Mobile,Chrome Mobile
Incomplete,N/A,5,,,Mobile,Safari mobile
Incomplete,N/A,5,,,Desktop,Firefox
Incomplete,N/A,3,,,Mobile,Safari mobile
